Year,County,Hospital,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings,Longitude,Latitude
2020,Los Angeles,Alhambra Hospital Medical Center,,,,,-118.144,34.08988
2020,Los Angeles,Alhambra Hospital Medical Center,,,,,-118.144,34.08988
2020,Los Angeles,Alhambra Hospital Medical Center,2,18,4.4,As Expected,-118.144,34.08988
2020,Los Angeles,Alhambra Hospital Medical Center,1,52,1.6,Better,-118.144,34.08988
2020,Los Angeles,Alhambra Hospital Medical Center,0,9,0,As Expected,-118.144,34.08988
2020,Los Angeles,Alhambra Hospital Medical Center,1,43,1.1,Better,-118.144,34.08988
2020,Los Angeles,Alhambra Hospital Medical Center,,,,,-118.144,34.08988
2020,Los Angeles,Alhambra Hospital Medical Center,,,,,-118.144,34.08988
2020,Los Angeles,Alhambra Hospital Medical Center,3,73,4.5,As Expected,-118.144,34.08988
2020,Los Angeles,Alhambra Hospital Medical Center,3,129,2.6,As Expected,-118.144,34.08988
2020,Los Angeles,Alhambra Hospital Medical Center,0,26,0,As Expected,-118.144,34.08988
2020,Los Angeles,Alhambra Hospital Medical Center,,,,,-118.144,34.08988
2020,Los Angeles,Alhambra Hospital Medical Center,,,,,-118.144,34.08988
2020,Los Angeles,Alhambra Hospital Medical Center,23,325,6.2,As Expected,-118.144,34.08988
2016,Los Angeles,Antelope Valley Hospital,0,5,0,As Expected,-118.16,34.69
2016,Los Angeles,Antelope Valley Hospital,18,301,8.4,As Expected,-118.157,34.6878
2016,Los Angeles,Antelope Valley Hospital,32,400,12.1,As Expected,-118.157,34.6878
2016,Los Angeles,Antelope Valley Hospital,15,71,25.3,As Expected,-118.157,34.6878
2016,Los Angeles,Antelope Valley Hospital,15,325,7.3,As Expected,-118.157,34.6878
2016,Los Angeles,Antelope Valley Hospital,2,4,36.8,As Expected,-118.157,34.6878
2016,Los Angeles,Antelope Valley Hospital,0,12,0,As Expected,-118.157,34.6878
2016,Los Angeles,Antelope Valley Hospital,15,274,6.9,Worse,-118.157,34.6878
2016,Los Angeles,Antelope Valley Hospital,15,398,6.2,Worse,-118.157,34.6878
2016,Los Angeles,Antelope Valley Hospital,4,135,4.1,As Expected,-118.157,34.6878
2016,Los Angeles,Antelope Valley Hospital,7,222,4.8,As Expected,-118.157,34.6878
2016,Los Angeles,Antelope Valley Hospital,1,4,17.2,As Expected,-118.157,34.6878
2016,Los Angeles,Antelope Valley Hospital,30,438,8.1,Worse,-118.157,34.6878
2017,Los Angeles,Antelope Valley Hospital,1,12,18.8,As Expected,-118.16,34.69
2017,Los Angeles,Antelope Valley Hospital,28,352,11.2,Worse,-118.157,34.6878
2017,Los Angeles,Antelope Valley Hospital,43,476,11.2,As Expected,-118.157,34.6878
2017,Los Angeles,Antelope Valley Hospital,25,103,29.4,Worse,-118.157,34.6878
2017,Los Angeles,Antelope Valley Hospital,16,366,5.4,As Expected,-118.157,34.6878
2017,Los Angeles,Antelope Valley Hospital,2,7,26.7,As Expected,-118.157,34.6878
2017,Los Angeles,Antelope Valley Hospital,0,10,0,As Expected,-118.157,34.6878
2017,Los Angeles,Antelope Valley Hospital,18,337,6.3,Worse,-118.157,34.6878
2017,Los Angeles,Antelope Valley Hospital,18,448,5.3,Worse,-118.157,34.6878
2017,Los Angeles,Antelope Valley Hospital,3,131,2.2,As Expected,-118.157,34.6878
2017,Los Angeles,Antelope Valley Hospital,16,243,10,Worse,-118.157,34.6878
2017,Los Angeles,Antelope Valley Hospital,0,3,0,As Expected,-118.157,34.6878
2017,Los Angeles,Antelope Valley Hospital,22,296,5.7,Worse,-118.157,34.6878
2018,Los Angeles,Antelope Valley Hospital,1,5,17.69,As Expected,-118.16,34.69
2018,Los Angeles,Antelope Valley Hospital,15,319,6.4,As Expected,-118.157,34.6878
2018,Los Angeles,Antelope Valley Hospital,37,412,10.2,As Expected,-118.157,34.6878
2018,Los Angeles,Antelope Valley Hospital,18,92,21.5,As Expected,-118.157,34.6878
2018,Los Angeles,Antelope Valley Hospital,18,319,6.1,As Expected,-118.157,34.6878
2018,Los Angeles,Antelope Valley Hospital,,,,,-118.157,34.6878
2018,Los Angeles,Antelope Valley Hospital,0,18,0,As Expected,-118.157,34.6878
2018,Los Angeles,Antelope Valley Hospital,17,380,4.1,Worse,-118.157,34.6878
2018,Los Angeles,Antelope Valley Hospital,18,440,5.1,Worse,-118.157,34.6878
2018,Los Angeles,Antelope Valley Hospital,1,173,0.9,As Expected,-118.157,34.6878
2018,Los Angeles,Antelope Valley Hospital,7,189,4.8,As Expected,-118.157,34.6878
2018,Los Angeles,Antelope Valley Hospital,0,5,0,As Expected,-118.157,34.6878
2018,Los Angeles,Antelope Valley Hospital,30,406,6.7,Worse,-118.157,34.6878
2019,Los Angeles,Antelope Valley Hospital,3,17,13.21647,Worse,-118.16,34.69
2019,Los Angeles,Antelope Valley Hospital,0,3,0,As Expected,-118.157,34.6878
2019,Los Angeles,Antelope Valley Hospital,,,,,-118.157,34.6878
2019,Los Angeles,Antelope Valley Hospital,24,389,8.2,As Expected,-118.157,34.6878
2019,Los Angeles,Antelope Valley Hospital,32,379,9.7,As Expected,-118.157,34.6878
2019,Los Angeles,Antelope Valley Hospital,19,81,24.2,As Expected,-118.157,34.6878
2019,Los Angeles,Antelope Valley Hospital,10,293,4.6,As Expected,-118.157,34.6878
2019,Los Angeles,Antelope Valley Hospital,3,5,29.3,As Expected,-118.157,34.6878
2019,Los Angeles,Antelope Valley Hospital,0,15,0,As Expected,-118.157,34.6878
2019,Los Angeles,Antelope Valley Hospital,16,459,4.2,Worse,-118.157,34.6878
2019,Los Angeles,Antelope Valley Hospital,16,500,5,Worse,-118.157,34.6878
2019,Los Angeles,Antelope Valley Hospital,4,171,3.4,As Expected,-118.157,34.6878
2019,Los Angeles,Antelope Valley Hospital,14,225,7.3,Worse,-118.157,34.6878
2019,Los Angeles,Antelope Valley Hospital,,,,,-118.157,34.6878
2019,Los Angeles,Antelope Valley Hospital,27,379,8.6,Worse,-118.157,34.6878
2020,Los Angeles,Antelope Valley Hospital,5,36,11.4044,Worse,-118.16,34.69
2020,Los Angeles,Antelope Valley Hospital,0,7,0,As Expected,-118.157,34.6878
2020,Los Angeles,Antelope Valley Hospital,,,,,-118.157,34.6878
2020,Los Angeles,Antelope Valley Hospital,28,312,12.8,Worse,-118.157,34.6878
2020,Los Angeles,Antelope Valley Hospital,33,366,9.3,As Expected,-118.157,34.6878
2020,Los Angeles,Antelope Valley Hospital,17,86,19.1,As Expected,-118.157,34.6878
2020,Los Angeles,Antelope Valley Hospital,15,275,6.3,As Expected,-118.157,34.6878
2020,Los Angeles,Antelope Valley Hospital,1,5,21.4,As Expected,-118.157,34.6878
2020,Los Angeles,Antelope Valley Hospital,,,,,-118.157,34.6878
2020,Los Angeles,Antelope Valley Hospital,18,400,7.2,Worse,-118.157,34.6878
2020,Los Angeles,Antelope Valley Hospital,12,455,4.4,As Expected,-118.157,34.6878
2020,Los Angeles,Antelope Valley Hospital,2,173,1.5,As Expected,-118.157,34.6878
2020,Los Angeles,Antelope Valley Hospital,12,175,7.2,As Expected,-118.157,34.6878
2020,Los Angeles,Antelope Valley Hospital,,,,,-118.157,34.6878
2020,Los Angeles,Antelope Valley Hospital,60,748,10.4,Worse,-118.157,34.6878
2016,Los Angeles,Saint Mary Medical Center – Long Beach,1,54,0.89,As Expected,-118.19,33.78
2016,Los Angeles,Saint Mary Medical Center – Long Beach,9,192,6.5,As Expected,-118.186,33.78023
2016,Los Angeles,Saint Mary Medical Center – Long Beach,22,169,9.9,As Expected,-118.186,33.78023
2016,Los Angeles,Saint Mary Medical Center – Long Beach,15,55,23.5,As Expected,-118.186,33.78023
2016,Los Angeles,Saint Mary Medical Center – Long Beach,5,110,5.1,As Expected,-118.186,33.78023
2016,Los Angeles,Saint Mary Medical Center – Long Beach,2,4,23,As Expected,-118.186,33.78023
2016,Los Angeles,Saint Mary Medical Center – Long Beach,1,13,3.6,As Expected,-118.186,33.78023
2016,Los Angeles,Saint Mary Medical Center – Long Beach,6,195,2.8,As Expected,-118.186,33.78023
2016,Los Angeles,Saint Mary Medical Center – Long Beach,9,363,3.4,As Expected,-118.186,33.78023
2016,Los Angeles,Saint Mary Medical Center – Long Beach,0,45,0,As Expected,-118.186,33.78023
2016,Los Angeles,Saint Mary Medical Center – Long Beach,5,136,4.3,As Expected,-118.186,33.78023
2016,Los Angeles,Saint Mary Medical Center – Long Beach,,,,,-118.186,33.78023
2016,Los Angeles,Saint Mary Medical Center – Long Beach,9,202,4.6,As Expected,-118.186,33.78023
2017,Los Angeles,Saint Mary Medical Center – Long Beach,2,56,3.74,As Expected,-118.19,33.78
2017,Los Angeles,Saint Mary Medical Center – Long Beach,16,298,5.3,As Expected,-118.186,33.78023
2017,Los Angeles,Saint Mary Medical Center – Long Beach,19,161,9.3,As Expected,-118.186,33.78023
2017,Los Angeles,Saint Mary Medical Center – Long Beach,9,38,21.2,As Expected,-118.186,33.78023
2017,Los Angeles,Saint Mary Medical Center – Long Beach,8,118,5.6,As Expected,-118.186,33.78023
2017,Los Angeles,Saint Mary Medical Center – Long Beach,2,5,19.1,As Expected,-118.186,33.78023
2017,Los Angeles,Saint Mary Medical Center – Long Beach,0,8,0,As Expected,-118.186,33.78023
2017,Los Angeles,Saint Mary Medical Center – Long Beach,8,193,3.7,As Expected,-118.186,33.78023
2017,Los Angeles,Saint Mary Medical Center – Long Beach,5,363,1.4,As Expected,-118.186,33.78023
2017,Los Angeles,Saint Mary Medical Center – Long Beach,4,43,4.4,As Expected,-118.186,33.78023
2017,Los Angeles,Saint Mary Medical Center – Long Beach,4,147,2.7,As Expected,-118.186,33.78023
2017,Los Angeles,Saint Mary Medical Center – Long Beach,,,,,-118.186,33.78023
2017,Los Angeles,Saint Mary Medical Center – Long Beach,5,144,3.4,As Expected,-118.186,33.78023
2018,Los Angeles,Saint Mary Medical Center – Long Beach,3,69,3.74,As Expected,-118.19,33.78
2018,Los Angeles,Saint Mary Medical Center – Long Beach,22,336,6.9,As Expected,-118.186,33.78023
2018,Los Angeles,Saint Mary Medical Center – Long Beach,21,183,9.7,As Expected,-118.186,33.78023
2018,Los Angeles,Saint Mary Medical Center – Long Beach,12,44,19.8,As Expected,-118.186,33.78023
2018,Los Angeles,Saint Mary Medical Center – Long Beach,8,135,6.8,As Expected,-118.186,33.78023
2018,Los Angeles,Saint Mary Medical Center – Long Beach,1,4,23.5,As Expected,-118.186,33.78023
2018,Los Angeles,Saint Mary Medical Center – Long Beach,0,5,0,As Expected,-118.186,33.78023
2018,Los Angeles,Saint Mary Medical Center – Long Beach,7,254,1.5,As Expected,-118.186,33.78023
2018,Los Angeles,Saint Mary Medical Center – Long Beach,8,391,1.9,As Expected,-118.186,33.78023
2018,Los Angeles,Saint Mary Medical Center – Long Beach,0,62,0,As Expected,-118.186,33.78023
2018,Los Angeles,Saint Mary Medical Center – Long Beach,10,188,4.8,As Expected,-118.186,33.78023
2018,Los Angeles,Saint Mary Medical Center – Long Beach,,,,,-118.186,33.78023
2018,Los Angeles,Saint Mary Medical Center – Long Beach,5,166,2.6,As Expected,-118.186,33.78023
2019,Los Angeles,Saint Mary Medical Center – Long Beach,2,43,4.580605,As Expected,-118.19,33.78
2019,Los Angeles,Saint Mary Medical Center – Long Beach,0,4,0,As Expected,-118.186,33.78023
2019,Los Angeles,Saint Mary Medical Center – Long Beach,,,,,-118.186,33.78023
2019,Los Angeles,Saint Mary Medical Center – Long Beach,8,313,2.3,Better,-118.186,33.78023
2019,Los Angeles,Saint Mary Medical Center – Long Beach,15,189,7.9,As Expected,-118.186,33.78023
2019,Los Angeles,Saint Mary Medical Center – Long Beach,7,33,20.9,As Expected,-118.186,33.78023
2019,Los Angeles,Saint Mary Medical Center – Long Beach,7,145,4.6,As Expected,-118.186,33.78023
2019,Los Angeles,Saint Mary Medical Center – Long Beach,1,11,10.4,As Expected,-118.186,33.78023
2019,Los Angeles,Saint Mary Medical Center – Long Beach,0,7,0,As Expected,-118.186,33.78023
2019,Los Angeles,Saint Mary Medical Center – Long Beach,10,225,2.9,As Expected,-118.186,33.78023
2019,Los Angeles,Saint Mary Medical Center – Long Beach,7,431,1.7,As Expected,-118.186,33.78023
2019,Los Angeles,Saint Mary Medical Center – Long Beach,4,56,3.8,As Expected,-118.186,33.78023
2019,Los Angeles,Saint Mary Medical Center – Long Beach,3,184,1.3,Better,-118.186,33.78023
2019,Los Angeles,Saint Mary Medical Center – Long Beach,,,,,-118.186,33.78023
2019,Los Angeles,Saint Mary Medical Center – Long Beach,3,154,2.1,As Expected,-118.186,33.78023
2020,Los Angeles,Saint Mary Medical Center – Long Beach,0,50,0,As Expected,-118.19,33.78
2020,Los Angeles,Saint Mary Medical Center – Long Beach,,,,,-118.186,33.78023
2020,Los Angeles,Saint Mary Medical Center – Long Beach,,,,,-118.186,33.78023
2020,Los Angeles,Saint Mary Medical Center – Long Beach,17,249,4.7,As Expected,-118.186,33.78023
2020,Los Angeles,Saint Mary Medical Center – Long Beach,24,252,9.2,As Expected,-118.186,33.78023
2020,Los Angeles,Saint Mary Medical Center – Long Beach,11,63,22.7,As Expected,-118.186,33.78023
2020,Los Angeles,Saint Mary Medical Center – Long Beach,6,162,4.4,As Expected,-118.186,33.78023
2020,Los Angeles,Saint Mary Medical Center – Long Beach,7,27,25,As Expected,-118.186,33.78023
2020,Los Angeles,Saint Mary Medical Center – Long Beach,,,,,-118.186,33.78023
2020,Los Angeles,Saint Mary Medical Center – Long Beach,4,184,1.9,As Expected,-118.186,33.78023
2020,Los Angeles,Saint Mary Medical Center – Long Beach,6,457,1.7,As Expected,-118.186,33.78023
2020,Los Angeles,Saint Mary Medical Center – Long Beach,0,43,0,As Expected,-118.186,33.78023
2020,Los Angeles,Saint Mary Medical Center – Long Beach,9,121,5.3,As Expected,-118.186,33.78023
2020,Los Angeles,Saint Mary Medical Center – Long Beach,,,,,-118.186,33.78023
2020,Los Angeles,Saint Mary Medical Center – Long Beach,21,290,7.1,As Expected,-118.186,33.78023
2016,Los Angeles,Beverly Hospital,16,154,10.7,Worse,-118.101,34.01614
2016,Los Angeles,Beverly Hospital,8,113,9.4,As Expected,-118.101,34.01614
2016,Los Angeles,Beverly Hospital,4,30,17.9,As Expected,-118.101,34.01614
2016,Los Angeles,Beverly Hospital,4,81,7.2,As Expected,-118.101,34.01614
2016,Los Angeles,Beverly Hospital,,,,,-118.101,34.01614
2016,Los Angeles,Beverly Hospital,,,,,-118.101,34.01614
2016,Los Angeles,Beverly Hospital,6,212,3.8,As Expected,-118.101,34.01614
2016,Los Angeles,Beverly Hospital,3,272,1.6,As Expected,-118.101,34.01614
2016,Los Angeles,Beverly Hospital,2,50,5,As Expected,-118.101,34.01614
2016,Los Angeles,Beverly Hospital,6,126,6.7,As Expected,-118.101,34.01614
2016,Los Angeles,Beverly Hospital,,,,,-118.101,34.01614
2016,Los Angeles,Beverly Hospital,7,223,3.7,As Expected,-118.101,34.01614
2016,Los Angeles,Beverly Hospital,1,12,4.08,As Expected,-118.1,34.02
2017,Los Angeles,Beverly Hospital,14,196,6.9,As Expected,-118.101,34.01614
2017,Los Angeles,Beverly Hospital,9,139,7.6,As Expected,-118.101,34.01614
2017,Los Angeles,Beverly Hospital,5,36,18.3,As Expected,-118.101,34.01614
2017,Los Angeles,Beverly Hospital,4,101,4.3,As Expected,-118.101,34.01614
2017,Los Angeles,Beverly Hospital,,,,,-118.101,34.01614
2017,Los Angeles,Beverly Hospital,0,4,0,As Expected,-118.101,34.01614
2017,Los Angeles,Beverly Hospital,5,235,3.5,As Expected,-118.101,34.01614
2017,Los Angeles,Beverly Hospital,4,314,1.5,As Expected,-118.101,34.01614
2017,Los Angeles,Beverly Hospital,1,74,1.7,As Expected,-118.101,34.01614
2017,Los Angeles,Beverly Hospital,8,140,7.4,As Expected,-118.101,34.01614
2017,Los Angeles,Beverly Hospital,,,,,-118.101,34.01614
2017,Los Angeles,Beverly Hospital,5,183,2.5,As Expected,-118.101,34.01614
2017,Los Angeles,Beverly Hospital,2,25,4.65,As Expected,-118.1,34.02
2018,Los Angeles,Beverly Hospital,12,191,7,As Expected,-118.101,34.01614
2018,Los Angeles,Beverly Hospital,7,144,7.7,As Expected,-118.101,34.01614
2018,Los Angeles,Beverly Hospital,3,29,14.6,As Expected,-118.101,34.01614
2018,Los Angeles,Beverly Hospital,4,110,7,As Expected,-118.101,34.01614
2018,Los Angeles,Beverly Hospital,0,5,0,As Expected,-118.101,34.01614
2018,Los Angeles,Beverly Hospital,0,7,0,As Expected,-118.101,34.01614
2018,Los Angeles,Beverly Hospital,3,290,1.3,As Expected,-118.101,34.01614
2018,Los Angeles,Beverly Hospital,5,388,1.7,As Expected,-118.101,34.01614
2018,Los Angeles,Beverly Hospital,0,61,0,As Expected,-118.101,34.01614
2018,Los Angeles,Beverly Hospital,6,89,8.5,As Expected,-118.101,34.01614
2018,Los Angeles,Beverly Hospital,,,,,-118.101,34.01614
2018,Los Angeles,Beverly Hospital,5,219,2.2,As Expected,-118.101,34.01614
2018,Los Angeles,Beverly Hospital,0,21,0,As Expected,-118.1,34.02
2019,Los Angeles,Beverly Hospital,,,,,-118.101,34.01614
2019,Los Angeles,Beverly Hospital,,,,,-118.101,34.01614
2019,Los Angeles,Beverly Hospital,5,185,3.1,As Expected,-118.101,34.01614
2019,Los Angeles,Beverly Hospital,7,211,4.6,Better,-118.101,34.01614
2019,Los Angeles,Beverly Hospital,6,47,14.6,As Expected,-118.101,34.01614
2019,Los Angeles,Beverly Hospital,1,161,1,As Expected,-118.101,34.01614
2019,Los Angeles,Beverly Hospital,0,3,0,As Expected,-118.101,34.01614
2019,Los Angeles,Beverly Hospital,0,5,0,As Expected,-118.101,34.01614
2019,Los Angeles,Beverly Hospital,4,305,3.1,As Expected,-118.101,34.01614
2019,Los Angeles,Beverly Hospital,9,445,4.2,As Expected,-118.101,34.01614
2019,Los Angeles,Beverly Hospital,0,54,0,As Expected,-118.101,34.01614
2019,Los Angeles,Beverly Hospital,5,114,6,As Expected,-118.101,34.01614
2019,Los Angeles,Beverly Hospital,,,,,-118.101,34.01614
2019,Los Angeles,Beverly Hospital,7,200,5.7,As Expected,-118.101,34.01614
2019,Los Angeles,Beverly Hospital,0,17,0,As Expected,-118.1,34.02
2020,Los Angeles,Beverly Hospital,,,,,-118.101,34.01614
2020,Los Angeles,Beverly Hospital,,,,,-118.101,34.01614
2020,Los Angeles,Beverly Hospital,9,157,5.6,As Expected,-118.101,34.01614
2020,Los Angeles,Beverly Hospital,10,170,9.7,As Expected,-118.101,34.01614
2020,Los Angeles,Beverly Hospital,5,28,24,As Expected,-118.101,34.01614
2020,Los Angeles,Beverly Hospital,5,141,5.3,As Expected,-118.101,34.01614
2020,Los Angeles,Beverly Hospital,,,,,-118.101,34.01614
2020,Los Angeles,Beverly Hospital,,,,,-118.101,34.01614
2020,Los Angeles,Beverly Hospital,7,229,3.7,As Expected,-118.101,34.01614
2020,Los Angeles,Beverly Hospital,4,265,2.1,As Expected,-118.101,34.01614
2020,Los Angeles,Beverly Hospital,1,58,2.3,As Expected,-118.101,34.01614
2020,Los Angeles,Beverly Hospital,7,96,7.8,As Expected,-118.101,34.01614
2020,Los Angeles,Beverly Hospital,,,,,-118.101,34.01614
2020,Los Angeles,Beverly Hospital,26,339,8.7,As Expected,-118.101,34.01614
2020,Los Angeles,Beverly Hospital,0,11,0,As Expected,-118.1,34.02
2016,Los Angeles,Southern California Hospital at Culver City,3,69,5,As Expected,-118.396,34.02319
2016,Los Angeles,Southern California Hospital at Culver City,2,73,6,As Expected,-118.396,34.02319
2016,Los Angeles,Southern California Hospital at Culver City,1,3,95.2,As Expected,-118.396,34.02319
2016,Los Angeles,Southern California Hospital at Culver City,1,70,1.8,As Expected,-118.396,34.02319
2016,Los Angeles,Southern California Hospital at Culver City,,,,,-118.396,34.02319
2016,Los Angeles,Southern California Hospital at Culver City,0,6,0,As Expected,-118.396,34.02319
2016,Los Angeles,Southern California Hospital at Culver City,3,147,1.7,As Expected,-118.396,34.02319
2016,Los Angeles,Southern California Hospital at Culver City,3,239,1.5,As Expected,-118.396,34.02319
2016,Los Angeles,Southern California Hospital at Culver City,1,30,3.3,As Expected,-118.396,34.02319
2016,Los Angeles,Southern California Hospital at Culver City,0,51,0,As Expected,-118.396,34.02319
2016,Los Angeles,Southern California Hospital at Culver City,,,,,-118.396,34.02319
2016,Los Angeles,Southern California Hospital at Culver City,7,188,3.6,As Expected,-118.396,34.02319
2017,Los Angeles,Southern California Hospital at Culver City,4,101,4.5,As Expected,-118.396,34.02319
2017,Los Angeles,Southern California Hospital at Culver City,1,95,1.7,Better,-118.396,34.02319
2017,Los Angeles,Southern California Hospital at Culver City,0,8,0,As Expected,-118.396,34.02319
2017,Los Angeles,Southern California Hospital at Culver City,1,87,1.6,As Expected,-118.396,34.02319
2017,Los Angeles,Southern California Hospital at Culver City,,,,,-118.396,34.02319
2017,Los Angeles,Southern California Hospital at Culver City,0,11,0,As Expected,-118.396,34.02319
